,ARES,APO,TRGP,CLR,KKR,BX,TT,PXD,HEI,OMF,TDG,EOG,FANG,MSCI,WMS,MPC,HON,SBNY,BLDR,HES,AOS,HAL,WSO,DFS,TTC,ODFL,IEX,EQT,CBSH,SLB,SIVB,AJG,PLUG,DVN,WAL,SAIA,APA,BKR,ALLY,SNA,Blackrock Treasury Trust Instl 62,Cash,APA Corp,ENPH,AMD,ZS,APH,ROK,SPG,EXR,WY,SUI,EPAM,JLL,CCI,MDB,VRT,MPWR,INTU,LAMR,EQIX,AMT,NVDA,GNRC,VTR,ADBE,NET,BRX,AXON,AVGO,ZBRA,HubSpot Inc,MA,HUBS,ETSY,POOL,CMG,DPZ,TPX,SCI,YUM,RH,BURL,NKE,CARR,BBWI WI,CROX,GME,n/a,CAR,TTEK,WCC,IPG,ZI,NOW,WM,GOOGL,LSCC,UPWK,CDNS,URI,SNAP,FYBR,GTLS,FB,IRDM,FWONA,BLD,TSLA,CZR,SGMS,MRO,FTNT,OKE,CDW,XOM,OVV,WMB,COP,PLD,FR,SNPS,MSFT,REXR,AAPL,V,ACN,KEYS,KLAC,ON,LFUS,WRB,LNG,SPGI,AON,FITB,ENTG,CMA,SYNA,SNV,AXP,LPLA,BILL,AR,HALO,PDCE,LLY,MCK,IRM,STE,TMO,MTD,HST,CHE,HZNP,UNH,MOH,RHP,EW,MAA,RCM,NSA,KIM,INSP,NVST,IQV,UTHR,SUM
07/09/2021,2.94,2.86,2.79,2.74,2.69,2.66,2.59,2.58,2.55,2.53,2.53,2.52,2.52,2.51,2.5,2.5,2.5,2.5,2.5,2.49,2.49,2.48,2.48,2.46,2.44,2.44,2.43,2.43,2.41,2.4,2.4,2.4,2.38,2.35,2.33,2.31,2.31,2.28,2.26,2.24,0.26,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/12/2021,3.0,2.8,2.8,2.71,2.71,2.77,2.69,2.52,2.6,2.55,2.57,2.43,2.35,2.66,2.54,2.44,2.57,2.51,2.5,2.42,2.56,2.34,2.57,2.44,2.53,2.52,2.52,2.48,2.37,2.32,2.4,2.46,2.26,2.32,2.32,2.3,0.0,2.21,2.27,2.32,0.18,-0.06,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
07/13/2021,3.0,2.8,2.8,2.71,2.71,2.77,2.69,2.52,2.6,2.55,2.57,2.43,2.35,2.66,2.54,2.44,2.57,2.51,2.5,2.42,2.56,2.34,2.57,2.44,2.53,2.52,2.52,2.48,2.37,2.32,2.4,2.46,2.26,2.32,2.32,2.3,0.0,2.21,2.27,2.32,0.18,-0.06,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
07/14/2021,2.96,2.76,2.84,2.72,2.7,2.75,2.67,2.48,2.59,2.58,2.56,2.46,2.33,2.62,2.54,2.43,2.56,2.61,2.5,2.4,2.51,2.36,2.53,2.53,2.51,2.5,2.5,2.47,2.4,2.32,2.47,2.43,2.18,2.33,2.41,2.29,0.0,2.23,2.32,2.31,0.11,0.0,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
07/15/2021,2.95,2.76,2.8,2.69,2.75,2.8,2.69,2.45,2.53,2.61,2.52,2.47,2.33,2.61,2.57,2.41,2.56,2.62,2.54,2.41,2.52,2.36,2.53,2.61,2.5,2.46,2.49,2.42,2.39,2.31,2.54,2.43,2.14,2.33,2.43,2.29,0.0,2.25,2.34,2.29,0.11,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
07/16/2021,2.95,2.73,2.82,2.73,2.73,2.77,2.7,2.48,2.51,2.58,2.53,2.48,2.36,2.64,2.57,2.4,2.58,2.6,2.49,2.42,2.54,2.35,2.51,2.62,2.48,2.49,2.51,2.45,2.38,2.29,2.51,2.43,2.08,2.38,2.4,2.31,0.0,2.22,2.35,2.28,0.11,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
07/19/2021,2.97,2.77,2.73,2.59,2.77,2.91,2.78,2.38,2.52,2.63,2.55,2.34,2.19,2.71,2.57,2.32,2.75,2.62,2.52,2.32,2.6,2.26,2.57,2.64,2.56,2.56,2.58,2.34,2.48,2.2,2.58,2.5,2.05,2.24,2.49,2.32,0.0,2.15,2.39,2.34,0.14,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
07/20/2021,2.99,2.7,2.75,2.52,2.8,2.97,2.84,2.33,2.58,2.65,2.59,2.32,2.15,2.79,2.62,2.32,2.77,2.53,2.52,2.3,2.62,2.23,2.59,2.63,2.6,2.56,2.66,2.27,2.49,2.18,2.55,2.55,2.03,2.21,2.46,2.29,0.0,2.13,2.39,2.35,0.14,0.0,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
07/21/2021,2.99,2.7,2.75,2.52,2.8,2.97,2.84,2.33,2.58,2.65,2.59,2.32,2.15,2.79,2.62,2.32,2.77,2.53,2.52,2.3,2.62,2.23,2.59,2.63,2.6,2.56,2.66,2.27,2.49,2.18,2.55,2.55,2.03,2.21,2.46,2.29,0.0,2.13,2.39,2.35,0.14,0.0,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
07/22/2021,2.99,2.7,2.75,2.52,2.8,2.97,2.84,2.33,2.58,2.65,2.59,2.32,2.15,2.79,2.62,2.32,2.77,2.53,2.52,2.3,2.62,2.23,2.59,2.63,2.6,2.56,2.66,2.27,2.49,2.18,2.55,2.55,2.03,2.21,2.46,2.29,0.0,2.13,2.39,2.35,0.14,0.0,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
