,FXPO.L,JUP.L,TGS.OL,CHEMM.CO,PIA.MI,KARN.SW,ANIM.MI,DRX.L,EPR.OL,MONY.L,CMCX.L,TCAP.L,TWEKA.AS,DEC.L,VBK.DE,BRW.L,CATE.ST,AUSS.OL,DNORD.CO,BRG.OL,STG.CO,SQN.SW,BOY.L,RATO B.ST,ALTR.LS,UPONOR.HE,DAL.MI,PAY.L,DUST.ST,ARJO B.ST,TOKMAN.HE,HUBN.SW,ELK.OL,INSTAL.ST,DIC.DE,FKRFT.OL,IPS.PA,YIT.HE,MING.OL,T7O.IR,ABIO.PA,QDT.PA,BOBNN.SW,TTALO.HE,HHFA.DE,FAE.MC,MOZN.SW,PAAL B.CO,CBI.MI,CE2.DE,HBRN.IR,KOF.PA,CLG.L,VATN.SW,FKR.MI,LIO.L,ATS.VI,POLR.L,BEKB.BR,BONHR.OL,REG1V.HE,EUZ.DE,SMS.L,SBO.VI,DBG.PA,COTN.SW,IPX.L,MIPS.ST,ATEA.OL,AGK.L,CLI.L,PLAZ B.ST,LAGR B.ST,ZEHN.SW,TEP.L,GFT.DE,FM.MI,RWAY.MI,NCC.L,HFG.L,FDM.L,TROAX.ST,CRI.PA,ACAD.ST,LEO.ST,PZC.L,EFGN.SW,DMGT.L,IMPN.SW,NONG.OL,VERK.HE,XIOR.BR,LIAB.ST,EMIS.L,CHG.L,OBEL.BR,REC.BR,ROVIO.HE,ELG.DE,KAMUX.HE,DOM.MC,NICL.L,DANR.,IGD.MI,IR5B.IR,LUCE.L,DVO.L,ALIG.ST,DAN.MI,CEM.MI,MCM.MC,TNOM.HE,STCK.L,SBRE.L,KID.OL,INH.DE,BIOG B.ST,CTT.ST,ASC.MI,GLO.L,VLX.L,XPS.L,IGR.L,FFARM.AS,GBF.DE,JEN.DE,FAGR.BR,CRW.L,CSN.L,AAZ.L,CLIN.L,COR.LS,AKEL D.ST,CTH.L,SEM.LS,SBO.OL,LD.MI,SVEG.OL,WUW.DE,HLCL.L,ABG.OL,LTG.L,ZV.MI,RAIVV.HE,KMR.L,OKDBV.HE,YOU.L,MSON B.ST,ECR.MC,NRS.OL,KUD.SW,AVON.L,NNIT.CO,SQZ.L,IOM.L,FSJ.L,NUM.L,JHD.L,AMSC.OL,WisdomTree International MidCap Div ETF,AZA.ST,GVOLT.LS,BEIJ B.ST,BIDI11.SA,n/a,DOLE,DIM,GVMXX,TRMD A.CO,PNL.AS,BFF.MI,JM.ST,SON.LS,COFA.PA,KEMIRA.HE,RHIM.L,LAND.SW,BILI A.ST,DIOS.ST,AEDAS.MC,TFI.PA,REDD.L,SCYR.MC,CE.MI,NCC B.ST,NOBINA.ST,VSVS.L,DOM.L,UNIR.MI,LOOMIS.ST,PAG.L,SYDB.CO,ARBN.SW,MGNS.L,BEFB.BR,WAC.DE,CLAS B.ST,INWI.ST,MT.MI,SCF.MI,ECV.DE,TGYM.MI,BPSO.MI,SPNO.CO,LDA.MC,NELES.HE,PBB.DE,ORDI.AS,CAML.L,AR4.DE,CURY.L,HBH.DE,HOME.MC,NOBI.ST,TIFS.L,HILS.L,HAB,CKN.L,COOR.ST,SPI.VI,COK.DE,SOL.MI,MYCR.ST,BMAX.ST,AKTIA.HE,WKP.L,HEIJM.AS,PRT.MI,BONAV B.ST,HBM.DE,BEIA B.ST,IHP.L,AJB.L,FNAC.PA,IF.MI,SRP.L,ALMB.CO,SPT.L,ARL.DE,PAT.DE,WJG.L,TBCG.L,TYMN.L,ECMPA.AS,SEM.VI,CLA B.ST,GVS.MI,MARR.MI,APPS.MC,NOEJ.DE,MOL.MI,WHA.AS,KLR.L,COA.L,VOLO.ST,MUX.DE,DOV.MI,MGAM.L,WIN.L,SANT.DE,RCH.L,KIT.OL,GEN.L,BUFAB.ST,FNM.ST,PAF.L,NWG.ST,KNOW.ST,MTW.L,ARN.MI,ERM.L,MSLH.L,SL.MI,ESNT.L,FLS.CO,INS.DE,HOC.L,COIC.ST,HMS.ST,MAB1.L,MULTI.OL,MRN.PA,RNWH.L,IBST.L,STEM.L,JST.DE,LAT1V.HE,HABA.DE,OXIG.L,APH.L,CAV1V.HE,PDX.ST,SUM
07/09/2021,2.87,2.26,2.0,1.95,1.85,1.84,1.83,1.65,1.55,1.54,1.53,1.48,1.47,1.39,1.32,1.32,1.3,1.28,1.28,1.27,1.26,1.19,1.13,1.09,1.04,1.03,1.02,1.02,1.0,0.98,0.98,0.95,0.95,0.91,0.91,0.86,0.86,0.84,0.8,0.76,0.74,0.73,0.71,0.71,0.71,0.7,0.7,0.7,0.69,0.69,0.69,0.68,0.67,0.66,0.66,0.65,0.64,0.64,0.64,0.64,0.63,0.62,0.62,0.62,0.62,0.61,0.59,0.58,0.58,0.57,0.56,0.55,0.55,0.54,0.53,0.53,0.5,0.5,0.49,0.49,0.48,0.48,0.48,0.48,0.48,0.47,0.46,0.44,0.44,0.43,0.42,0.42,0.42,0.42,0.42,0.4,0.39,0.38,0.38,0.38,0.38,0.36,0.35,0.34,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.31,0.3,0.3,0.29,0.29,0.28,0.27,0.26,0.26,0.25,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.21,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.11,0.09,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
07/12/2021,2.87,2.31,1.89,2.09,1.79,1.88,1.8,1.67,1.56,1.55,1.5,1.49,1.43,1.32,1.33,1.35,1.3,1.28,1.27,1.25,1.23,1.19,1.1,1.15,1.01,1.05,1.0,1.03,0.96,1.0,0.99,0.96,0.95,0.95,0.89,0.87,0.88,0.84,0.79,0.74,0.75,0.72,0.69,0.7,0.7,0.7,0.69,0.72,0.0,0.68,0.69,0.66,0.7,0.66,0.68,0.67,0.66,0.68,0.65,0.64,0.64,0.62,0.62,0.56,0.62,0.59,0.58,0.61,0.58,0.57,0.57,0.6,0.56,0.55,0.54,0.54,0.49,0.51,0.48,0.5,0.49,0.49,0.46,0.48,0.46,0.5,0.45,0.46,0.43,0.41,0.43,0.43,0.43,0.42,0.42,0.4,0.39,0.39,0.39,0.36,0.37,0.36,0.35,0.34,0.34,0.32,0.33,0.32,0.31,0.33,0.31,0.32,0.29,0.3,0.29,0.29,0.28,0.27,0.26,0.26,0.24,0.24,0.23,0.24,0.23,0.23,0.22,0.23,0.23,0.21,0.22,0.21,0.23,0.22,0.21,0.21,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.16,0.16,0.16,0.16,0.15,0.14,0.14,0.11,0.09,0.06,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/13/2021,2.87,2.31,1.89,2.09,1.79,1.88,1.8,1.67,1.56,1.55,1.5,1.49,1.43,1.32,1.33,1.35,1.3,1.28,1.27,1.25,1.23,1.19,1.1,1.15,1.01,1.05,1.0,1.03,0.96,1.0,0.99,0.96,0.95,0.95,0.89,0.87,0.88,0.84,0.79,0.74,0.75,0.72,0.69,0.7,0.7,0.7,0.69,0.72,0.0,0.68,0.69,0.66,0.7,0.66,0.68,0.67,0.66,0.68,0.65,0.64,0.64,0.62,0.62,0.56,0.62,0.59,0.58,0.61,0.58,0.57,0.57,0.6,0.56,0.55,0.54,0.54,0.49,0.51,0.48,0.5,0.49,0.49,0.46,0.48,0.46,0.5,0.45,0.46,0.43,0.41,0.43,0.43,0.43,0.42,0.42,0.4,0.39,0.39,0.39,0.36,0.37,0.36,0.35,0.34,0.34,0.32,0.33,0.32,0.31,0.33,0.31,0.32,0.29,0.3,0.29,0.29,0.28,0.27,0.26,0.26,0.24,0.24,0.23,0.24,0.23,0.23,0.22,0.23,0.23,0.21,0.22,0.21,0.23,0.22,0.21,0.21,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.16,0.16,0.16,0.16,0.15,0.14,0.14,0.11,0.09,0.06,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/19/2021,2.96,2.32,1.79,2.07,1.73,1.88,1.81,1.63,1.6,1.57,1.5,1.47,1.41,1.29,1.24,1.33,1.35,1.25,1.22,1.26,1.2,1.15,1.13,1.2,1.02,1.04,1.01,1.05,0.97,0.98,1.0,0.96,1.01,1.02,0.89,0.88,0.88,0.84,0.83,0.74,0.74,0.71,0.7,0.72,0.69,0.69,0.69,0.67,0.0,0.64,0.69,0.65,0.69,0.67,0.67,0.69,0.69,0.66,0.66,0.66,0.62,0.62,0.62,0.55,0.61,0.6,0.57,0.6,0.58,0.57,0.57,0.6,0.58,0.58,0.5,0.56,0.48,0.5,0.48,0.48,0.49,0.49,0.45,0.47,0.46,0.47,0.46,0.5,0.43,0.43,0.43,0.44,0.5,0.42,0.41,0.4,0.39,0.39,0.42,0.38,0.39,0.35,0.33,0.34,0.34,0.3,0.34,0.32,0.3,0.34,0.32,0.34,0.29,0.3,0.3,0.3,0.28,0.27,0.26,0.26,0.25,0.24,0.22,0.23,0.23,0.24,0.23,0.23,0.23,0.21,0.21,0.22,0.22,0.22,0.21,0.21,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.16,0.16,0.15,0.17,0.16,0.14,0.14,0.14,0.11,0.09,0.06,0.68,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/20/2021,2.9,2.26,1.74,2.09,1.74,1.95,1.78,1.63,1.63,1.54,1.47,1.46,1.4,1.29,1.29,1.3,1.36,1.3,1.19,1.39,1.22,1.14,1.12,1.1,0.99,1.06,1.0,1.05,0.96,1.08,1.01,0.96,0.96,1.02,0.9,0.85,0.87,0.85,0.83,0.75,0.74,0.71,0.69,0.72,0.69,0.7,0.69,0.67,0.0,0.63,0.71,0.66,0.67,0.68,0.66,0.7,0.68,0.66,0.66,0.68,0.62,0.64,0.62,0.53,0.6,0.6,0.6,0.59,0.57,0.58,0.58,0.61,0.57,0.57,0.49,0.56,0.46,0.49,0.47,0.48,0.49,0.49,0.45,0.47,0.46,0.48,0.45,0.5,0.42,0.42,0.42,0.45,0.5,0.42,0.41,0.4,0.4,0.39,0.39,0.39,0.39,0.35,0.33,0.34,0.34,0.31,0.35,0.33,0.3,0.33,0.32,0.34,0.29,0.31,0.29,0.3,0.28,0.28,0.26,0.26,0.24,0.24,0.22,0.24,0.23,0.27,0.22,0.24,0.23,0.21,0.21,0.22,0.23,0.22,0.21,0.21,0.19,0.19,0.19,0.19,0.19,0.18,0.19,0.18,0.19,0.19,0.18,0.18,0.17,0.2,0.16,0.15,0.17,0.17,0.14,0.13,0.14,0.12,0.09,0.06,0.68,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
07/21/2021,2.9,2.26,1.74,2.09,1.74,1.95,1.78,1.63,1.63,1.54,1.47,1.46,1.4,1.29,1.29,1.3,1.36,1.3,1.19,1.39,1.22,1.14,1.12,1.1,0.99,1.06,1.0,1.05,0.96,1.08,1.01,0.96,0.96,1.02,0.9,0.85,0.87,0.85,0.83,0.75,0.74,0.71,0.69,0.72,0.69,0.7,0.69,0.67,0.0,0.63,0.71,0.66,0.67,0.68,0.66,0.7,0.68,0.66,0.66,0.68,0.62,0.64,0.62,0.53,0.6,0.6,0.6,0.59,0.57,0.58,0.58,0.61,0.57,0.57,0.49,0.56,0.46,0.49,0.47,0.48,0.49,0.49,0.45,0.47,0.46,0.48,0.45,0.5,0.42,0.42,0.42,0.45,0.5,0.42,0.41,0.4,0.4,0.39,0.39,0.39,0.39,0.35,0.33,0.34,0.34,0.31,0.35,0.33,0.3,0.33,0.32,0.34,0.29,0.31,0.29,0.3,0.28,0.28,0.26,0.26,0.24,0.24,0.22,0.24,0.23,0.27,0.22,0.24,0.23,0.21,0.21,0.22,0.23,0.22,0.21,0.21,0.19,0.19,0.19,0.19,0.19,0.18,0.19,0.18,0.19,0.19,0.18,0.18,0.17,0.2,0.16,0.15,0.17,0.17,0.14,0.13,0.14,0.12,0.09,0.06,0.68,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
07/22/2021,2.9,2.26,1.74,2.09,1.74,1.95,1.78,1.63,1.63,1.54,1.47,1.46,1.4,1.29,1.29,1.3,1.36,1.3,1.19,1.39,1.22,1.14,1.12,1.1,0.99,1.06,1.0,1.05,0.96,1.08,1.01,0.96,0.96,1.02,0.9,0.85,0.87,0.85,0.83,0.75,0.74,0.71,0.69,0.72,0.69,0.7,0.69,0.67,0.0,0.63,0.71,0.66,0.67,0.68,0.66,0.7,0.68,0.66,0.66,0.68,0.62,0.64,0.62,0.53,0.6,0.6,0.6,0.59,0.57,0.58,0.58,0.61,0.57,0.57,0.49,0.56,0.46,0.49,0.47,0.48,0.49,0.49,0.45,0.47,0.46,0.48,0.45,0.5,0.42,0.42,0.42,0.45,0.5,0.42,0.41,0.4,0.4,0.39,0.39,0.39,0.39,0.35,0.33,0.34,0.34,0.31,0.35,0.33,0.3,0.33,0.32,0.34,0.29,0.31,0.29,0.3,0.28,0.28,0.26,0.26,0.24,0.24,0.22,0.24,0.23,0.27,0.22,0.24,0.23,0.21,0.21,0.22,0.23,0.22,0.21,0.21,0.19,0.19,0.19,0.19,0.19,0.18,0.19,0.18,0.19,0.19,0.18,0.18,0.17,0.2,0.16,0.15,0.17,0.17,0.14,0.13,0.14,0.12,0.09,0.06,0.68,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
07/23/2021,2.9,2.26,1.74,2.09,1.74,1.95,1.78,1.63,1.63,1.54,1.47,1.46,1.4,1.29,1.29,1.3,1.36,1.3,1.19,1.39,1.22,1.14,1.12,1.1,0.99,1.06,1.0,1.05,0.96,1.08,1.01,0.96,0.96,1.02,0.9,0.85,0.87,0.85,0.83,0.75,0.74,0.71,0.69,0.72,0.69,0.7,0.69,0.67,0.0,0.63,0.71,0.66,0.67,0.68,0.66,0.7,0.68,0.66,0.66,0.68,0.62,0.64,0.62,0.53,0.6,0.6,0.6,0.59,0.57,0.58,0.58,0.61,0.57,0.57,0.49,0.56,0.46,0.49,0.47,0.48,0.49,0.49,0.45,0.47,0.46,0.48,0.45,0.5,0.42,0.42,0.42,0.45,0.5,0.42,0.41,0.4,0.4,0.39,0.39,0.39,0.39,0.35,0.33,0.34,0.34,0.31,0.35,0.33,0.3,0.33,0.32,0.34,0.29,0.31,0.29,0.3,0.28,0.28,0.26,0.26,0.24,0.24,0.22,0.24,0.23,0.27,0.22,0.24,0.23,0.21,0.21,0.22,0.23,0.22,0.21,0.21,0.19,0.19,0.19,0.19,0.19,0.18,0.19,0.18,0.19,0.19,0.18,0.18,0.17,0.2,0.16,0.15,0.17,0.17,0.14,0.13,0.14,0.12,0.09,0.06,0.68,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
07/26/2021,2.94,2.27,1.8,2.1,1.72,1.95,1.74,1.6,1.64,1.51,1.41,1.47,1.41,1.26,1.35,1.31,1.36,1.3,1.15,1.39,1.23,1.14,1.11,1.14,0.97,1.04,0.96,1.05,0.94,1.05,1.03,0.96,1.03,1.05,0.93,0.84,0.9,0.84,0.82,0.75,0.74,0.71,0.72,0.7,0.68,0.68,0.7,0.67,0.0,0.64,0.7,0.67,0.65,0.68,0.65,0.68,0.66,0.65,0.64,0.7,0.63,0.67,0.61,0.54,0.58,0.62,0.59,0.63,0.57,0.57,0.57,0.61,0.64,0.58,0.48,0.64,0.46,0.49,0.47,0.47,0.5,0.5,0.45,0.47,0.45,0.48,0.47,0.49,0.42,0.42,0.42,0.45,0.5,0.42,0.4,0.4,0.39,0.39,0.39,0.39,0.39,0.35,0.33,0.34,0.31,0.3,0.34,0.34,0.3,0.33,0.31,0.34,0.29,0.3,0.3,0.3,0.28,0.26,0.25,0.25,0.23,0.24,0.23,0.23,0.23,0.29,0.22,0.23,0.23,0.22,0.21,0.22,0.23,0.22,0.19,0.21,0.18,0.18,0.18,0.2,0.18,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.2,0.16,0.15,0.17,0.16,0.13,0.13,0.14,0.12,0.09,0.06,0.0,0.02,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/27/2021,2.91,2.25,1.73,2.13,1.74,1.97,1.76,1.59,1.68,1.56,1.45,1.44,1.41,1.26,1.39,1.32,1.35,1.28,1.14,1.43,1.25,1.14,1.11,1.16,0.98,1.08,0.94,1.02,0.98,1.06,1.08,0.94,1.01,1.05,0.89,0.83,0.91,0.84,0.8,0.74,0.73,0.69,0.72,0.7,0.67,0.67,0.69,0.67,0.0,0.63,0.7,0.64,0.66,0.67,0.66,0.68,0.66,0.65,0.63,0.69,0.63,0.67,0.61,0.53,0.58,0.65,0.57,0.71,0.56,0.57,0.55,0.62,0.63,0.54,0.46,0.62,0.46,0.47,0.48,0.47,0.52,0.51,0.45,0.48,0.45,0.47,0.44,0.48,0.42,0.41,0.42,0.45,0.5,0.43,0.41,0.4,0.37,0.4,0.38,0.38,0.39,0.35,0.33,0.33,0.32,0.31,0.34,0.33,0.3,0.33,0.31,0.33,0.28,0.31,0.3,0.3,0.28,0.27,0.26,0.25,0.23,0.25,0.23,0.23,0.23,0.29,0.22,0.23,0.23,0.21,0.21,0.22,0.23,0.22,0.21,0.2,0.18,0.18,0.18,0.2,0.17,0.2,0.18,0.18,0.17,0.18,0.19,0.17,0.17,0.2,0.16,0.16,0.17,0.16,0.13,0.14,0.14,0.12,0.08,0.06,0.0,0.02,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
